State,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,toolState,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
NEW HAMPSHIRE,1,10,0,right,2,10,-2.7,-1.3,-9.6,-10.4,new_hampshire,New Hampshire,1st,10th,First Appearance,,State: New Hampshire<br>Census: 1st<br>Rank: 10th<br>First Appearance,left_lim,2.55
GEORGIA,1,11,0,right,2,11,-2.7,-1.3,-10.6,-11.4,georgia,Georgia,1st,11th,First Appearance,,State: Georgia<br>Census: 1st<br>Rank: 11th<br>First Appearance,right_lim,1.45
GEORGIA,1,11,0,right,2,11,-2.7,-1.3,-10.6,-11.4,georgia,Georgia,1st,11th,First Appearance,,State: Georgia<br>Census: 1st<br>Rank: 11th<br>First Appearance,left_lim,2.55
RHODE ISLAND,1,12,0,right,2,12,-2.7,-1.3,-11.6,-12.4,rhode_island,Rhode Island,1st,12th,First Appearance,,State: Rhode Island<br>Census: 1st<br>Rank: 12th<br>First Appearance,right_lim,1.45
RHODE ISLAND,1,12,0,right,2,12,-2.7,-1.3,-11.6,-12.4,rhode_island,Rhode Island,1st,12th,First Appearance,,State: Rhode Island<br>Census: 1st<br>Rank: 12th<br>First Appearance,left_lim,2.55
DELAWARE,1,13,0,right,2,13,-2.7,-1.3,-12.6,-13.4,delaware,Delaware,1st,13th,First Appearance,,State: Delaware<br>Census: 1st<br>Rank: 13th<br>First Appearance,right_lim,1.45
DELAWARE,1,13,0,right,2,13,-2.7,-1.3,-12.6,-13.4,delaware,Delaware,1st,13th,First Appearance,,State: Delaware<br>Census: 1st<br>Rank: 13th<br>First Appearance,left_lim,2.55
VIRGINIA,2,1,0,NA,4,1,-4.7,-3.3,-0.6,-1.4,virginia,Virginia,2nd,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Virginia<br>Census: 2nd<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,3.45
VIRGINIA,2,1,0,NA,4,1,-4.7,-3.3,-0.6,-1.4,virginia,Virginia,2nd,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Virginia<br>Census: 2nd<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,4.55
PENNSYLVANIA,2,2,0,NA,4,2,-4.7,-3.3,-1.6,-2.4,pennsylvania,Pennsylvania,2nd,2nd,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 2nd<br>Rank: 2nd<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,right_lim,3.45
PENNSYLVANIA,2,2,0,NA,4,2,-4.7,-3.3,-1.6,-2.4,pennsylvania,Pennsylvania,2nd,2nd,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 2nd<br>Rank: 2nd<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,left_lim,4.55
NEW YORK,2,3,0,NA,4,3,-4.7,-3.3,-2.6,-3.4,new_york,New York,2nd,3rd,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: New York<br>Census: 2nd<br>Rank: 3rd<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,right_lim,3.45
NEW YORK,2,3,0,NA,4,3,-4.7,-3.3,-2.6,-3.4,new_york,New York,2nd,3rd,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: New York<br>Census: 2nd<br>Rank: 3rd<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,left_lim,4.55
MASSACHUSETTS,2,4,0,NA,4,4,-4.7,-3.3,-3.6,-4.4,massachusetts,Massachusetts,2nd,4th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 2nd<br>Rank: 4th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,3.45
MASSACHUSETTS,2,4,0,NA,4,4,-4.7,-3.3,-3.6,-4.4,massachusetts,Massachusetts,2nd,4th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 2nd<br>Rank: 4th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,4.55
NORTH CAROLINA,2,5,0,NA,4,5,-4.7,-3.3,-4.6,-5.4,north_carolina,North Carolina,2nd,5th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 2nd<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,3.45
NORTH CAROLINA,2,5,0,NA,4,5,-4.7,-3.3,-4.6,-5.4,north_carolina,North Carolina,2nd,5th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 2nd<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,4.55
SOUTH CAROLINA,2,6,0,NA,4,6,-4.7,-3.3,-5.6,-6.4,south_carolina,South Carolina,2nd,6th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 2nd<br>Rank: 6th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,right_lim,3.45
SOUTH CAROLINA,2,6,0,NA,4,6,-4.7,-3.3,-5.6,-6.4,south_carolina,South Carolina,2nd,6th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 2nd<br>Rank: 6th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,left_lim,4.55
MARYLAND,2,7,0,NA,4,7,-4.7,-3.3,-6.6,-7.4,maryland,Maryland,2nd,7th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Maryland<br>Census: 2nd<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,3.45
MARYLAND,2,7,0,NA,4,7,-4.7,-3.3,-6.6,-7.4,maryland,Maryland,2nd,7th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Maryland<br>Census: 2nd<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,4.55
CONNECTICUT,2,8,0,NA,4,8,-4.7,-3.3,-7.6,-8.4,connecticut,Connecticut,2nd,8th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 2nd<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,3.45
CONNECTICUT,2,8,0,NA,4,8,-4.7,-3.3,-7.6,-8.4,connecticut,Connecticut,2nd,8th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 2nd<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,4.55
KENTUCKY,2,9,1,NA,4,9,-4.7,-3.3,-8.6,-9.4,kentucky,Kentucky,2nd,9th,First Appearance,,State: Kentucky<br>Census: 2nd<br>Rank: 9th<br>First Appearance,right_lim,3.45
KENTUCKY,2,9,1,NA,4,9,-4.7,-3.3,-8.6,-9.4,kentucky,Kentucky,2nd,9th,First Appearance,,State: Kentucky<br>Census: 2nd<br>Rank: 9th<br>First Appearance,left_lim,4.55
NEW JERSEY,2,10,0,NA,4,10,-4.7,-3.3,-9.6,-10.4,new_jersey,New Jersey,2nd,10th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 2nd<br>Rank: 10th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,3.45
NEW JERSEY,2,10,0,NA,4,10,-4.7,-3.3,-9.6,-10.4,new_jersey,New Jersey,2nd,10th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 2nd<br>Rank: 10th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,4.55
NEW HAMPSHIRE,2,11,0,NA,4,11,-4.7,-3.3,-10.6,-11.4,new_hampshire,New Hampshire,2nd,11th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 2nd<br>Rank: 11th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,3.45
NEW HAMPSHIRE,2,11,0,NA,4,11,-4.7,-3.3,-10.6,-11.4,new_hampshire,New Hampshire,2nd,11th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 2nd<br>Rank: 11th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,4.55
GEORGIA,2,12,0,NA,4,12,-4.7,-3.3,-11.6,-12.4,georgia,Georgia,2nd,12th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 2nd<br>Rank: 12th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,3.45
GEORGIA,2,12,0,NA,4,12,-4.7,-3.3,-11.6,-12.4,georgia,Georgia,2nd,12th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 2nd<br>Rank: 12th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,4.55
VERMONT,2,13,1,NA,4,13,-4.7,-3.3,-12.6,-13.4,vermont,Vermont,2nd,13th,First Appearance,,State: Vermont<br>Census: 2nd<br>Rank: 13th<br>First Appearance,right_lim,3.45
VERMONT,2,13,1,NA,4,13,-4.7,-3.3,-12.6,-13.4,vermont,Vermont,2nd,13th,First Appearance,,State: Vermont<br>Census: 2nd<br>Rank: 13th<br>First Appearance,left_lim,4.55
TENNESSEE,2,14,0,right,4,14,-4.7,-3.3,-13.6,-14.4,tennessee,Tennessee,2nd,14th,First Appearance,,State: Tennessee<br>Census: 2nd<br>Rank: 14th<br>First Appearance,right_lim,3.45
TENNESSEE,2,14,0,right,4,14,-4.7,-3.3,-13.6,-14.4,tennessee,Tennessee,2nd,14th,First Appearance,,State: Tennessee<br>Census: 2nd<br>Rank: 14th<br>First Appearance,left_lim,4.55
RHODE ISLAND,2,15,0,right,4,15,-4.7,-3.3,-14.6,-15.4,rhode_island,Rhode Island,2nd,15th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 2nd<br>Rank: 15th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,right_lim,3.45
RHODE ISLAND,2,15,0,right,4,15,-4.7,-3.3,-14.6,-15.4,rhode_island,Rhode Island,2nd,15th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 2nd<br>Rank: 15th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,left_lim,4.55
DELAWARE,2,16,0,right,4,16,-4.7,-3.3,-15.6,-16.4,delaware,Delaware,2nd,16th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Delaware<br>Census: 2nd<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,right_lim,3.45
DELAWARE,2,16,0,right,4,16,-4.7,-3.3,-15.6,-16.4,delaware,Delaware,2nd,16th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Delaware<br>Census: 2nd<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,left_lim,4.55
OHIO,2,17,0,right,4,17,-4.7,-3.3,-16.6,-17.4,ohio,Ohio,2nd,17th,First Appearance,,State: Ohio<br>Census: 2nd<br>Rank: 17th<br>First Appearance,right_lim,3.45
OHIO,2,17,0,right,4,17,-4.7,-3.3,-16.6,-17.4,ohio,Ohio,2nd,17th,First Appearance,,State: Ohio<br>Census: 2nd<br>Rank: 17th<br>First Appearance,left_lim,4.55
DISTRICT OF_COLUMBIA,2,18,0,right,4,18,-4.7,-3.3,-17.6,-18.4,district_of_columbia,District of Columbia,2nd,18th,First Appearance,,State: District of Columbia<br>Census: 2nd<br>Rank: 18th<br>First Appearance,right_lim,3.45
DISTRICT OF_COLUMBIA,2,18,0,right,4,18,-4.7,-3.3,-17.6,-18.4,district_of_columbia,District of Columbia,2nd,18th,First Appearance,,State: District of Columbia<br>Census: 2nd<br>Rank: 18th<br>First Appearance,left_lim,4.55
MISSISSIPPI,2,19,0,right,4,19,-4.7,-3.3,-18.6,-19.4,mississippi,Mississippi,2nd,19th,First Appearance,,State: Mississippi<br>Census: 2nd<br>Rank: 19th<br>First Appearance,right_lim,3.45
MISSISSIPPI,2,19,0,right,4,19,-4.7,-3.3,-18.6,-19.4,mississippi,Mississippi,2nd,19th,First Appearance,,State: Mississippi<br>Census: 2nd<br>Rank: 19th<br>First Appearance,left_lim,4.55
INDIANA,2,20,0,right,4,20,-4.7,-3.3,-19.6,-20.4,indiana,Indiana,2nd,20th,First Appearance,,State: Indiana<br>Census: 2nd<br>Rank: 20th<br>First Appearance,right_lim,3.45
INDIANA,2,20,0,right,4,20,-4.7,-3.3,-19.6,-20.4,indiana,Indiana,2nd,20th,First Appearance,,State: Indiana<br>Census: 2nd<br>Rank: 20th<br>First Appearance,left_lim,4.55
VIRGINIA,3,1,0,NA,6,1,-6.7,-5.3,-0.6,-1.4,virginia,Virginia,3rd,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Virginia<br>Census: 3rd<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,5.45
VIRGINIA,3,1,0,NA,6,1,-6.7,-5.3,-0.6,-1.4,virginia,Virginia,3rd,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Virginia<br>Census: 3rd<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,6.55
NEW YORK,3,2,0,NA,6,2,-6.7,-5.3,-1.6,-2.4,new_york,New York,3rd,2nd,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: New York<br>Census: 3rd<br>Rank: 2nd<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,right_lim,5.45
NEW YORK,3,2,0,NA,6,2,-6.7,-5.3,-1.6,-2.4,new_york,New York,3rd,2nd,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: New York<br>Census: 3rd<br>Rank: 2nd<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,left_lim,6.55
PENNSYLVANIA,3,3,0,NA,6,3,-6.7,-5.3,-2.6,-3.4,pennsylvania,Pennsylvania,3rd,3rd,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 3rd<br>Rank: 3rd<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,5.45
PENNSYLVANIA,3,3,0,NA,6,3,-6.7,-5.3,-2.6,-3.4,pennsylvania,Pennsylvania,3rd,3rd,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 3rd<br>Rank: 3rd<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,6.55
MASSACHUSETTS,3,4,0,NA,6,4,-6.7,-5.3,-3.6,-4.4,massachusetts,Massachusetts,3rd,4th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 3rd<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,5.45
MASSACHUSETTS,3,4,0,NA,6,4,-6.7,-5.3,-3.6,-4.4,massachusetts,Massachusetts,3rd,4th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 3rd<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,6.55
NORTH CAROLINA,3,5,0,NA,6,5,-6.7,-5.3,-4.6,-5.4,north_carolina,North Carolina,3rd,5th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 3rd<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,5.45
NORTH CAROLINA,3,5,0,NA,6,5,-6.7,-5.3,-4.6,-5.4,north_carolina,North Carolina,3rd,5th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 3rd<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,6.55
SOUTH CAROLINA,3,6,0,NA,6,6,-6.7,-5.3,-5.6,-6.4,south_carolina,South Carolina,3rd,6th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 3rd<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,5.45
SOUTH CAROLINA,3,6,0,NA,6,6,-6.7,-5.3,-5.6,-6.4,south_carolina,South Carolina,3rd,6th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 3rd<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,6.55
KENTUCKY,3,7,0,NA,6,7,-6.7,-5.3,-6.6,-7.4,kentucky,Kentucky,3rd,7th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 3rd<br>Rank: 7th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census,right_lim,5.45
KENTUCKY,3,7,0,NA,6,7,-6.7,-5.3,-6.6,-7.4,kentucky,Kentucky,3rd,7th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 3rd<br>Rank: 7th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census,left_lim,6.55
MARYLAND,3,8,0,NA,6,8,-6.7,-5.3,-7.6,-8.4,maryland,Maryland,3rd,8th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Maryland<br>Census: 3rd<br>Rank: 8th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,5.45
MARYLAND,3,8,0,NA,6,8,-6.7,-5.3,-7.6,-8.4,maryland,Maryland,3rd,8th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Maryland<br>Census: 3rd<br>Rank: 8th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,6.55
CONNECTICUT,3,9,0,NA,6,9,-6.7,-5.3,-8.6,-9.4,connecticut,Connecticut,3rd,9th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 3rd<br>Rank: 9th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,5.45
CONNECTICUT,3,9,0,NA,6,9,-6.7,-5.3,-8.6,-9.4,connecticut,Connecticut,3rd,9th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 3rd<br>Rank: 9th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,6.55
TENNESSEE,3,10,0,NA,6,10,-6.7,-5.3,-9.6,-10.4,tennessee,Tennessee,3rd,10th,Rank Change from Last Census: 4,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 3rd<br>Rank: 10th<br>Rank Change from Last Census: 4<br>First Appearance: 2nd Census,right_lim,5.45
TENNESSEE,3,10,0,NA,6,10,-6.7,-5.3,-9.6,-10.4,tennessee,Tennessee,3rd,10th,Rank Change from Last Census: 4,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 3rd<br>Rank: 10th<br>Rank Change from Last Census: 4<br>First Appearance: 2nd Census,left_lim,6.55
GEORGIA,3,11,0,NA,6,11,-6.7,-5.3,-10.6,-11.4,georgia,Georgia,3rd,11th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 3rd<br>Rank: 11th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,right_lim,5.45
GEORGIA,3,11,0,NA,6,11,-6.7,-5.3,-10.6,-11.4,georgia,Georgia,3rd,11th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 3rd<br>Rank: 11th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census,left_lim,6.55
NEW JERSEY,3,12,0,NA,6,12,-6.7,-5.3,-11.6,-12.4,new_jersey,New Jersey,3rd,12th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 3rd<br>Rank: 12th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,5.45
NEW JERSEY,3,12,0,NA,6,12,-6.7,-5.3,-11.6,-12.4,new_jersey,New Jersey,3rd,12th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 3rd<br>Rank: 12th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,6.55
OHIO,3,13,0,NA,6,13,-6.7,-5.3,-12.6,-13.4,ohio,Ohio,3rd,13th,Rank Change from Last Census: 4,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 3rd<br>Rank: 13th<br>Rank Change from Last Census: 4<br>First Appearance: 2nd Census,right_lim,5.45
OHIO,3,13,0,NA,6,13,-6.7,-5.3,-12.6,-13.4,ohio,Ohio,3rd,13th,Rank Change from Last Census: 4,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 3rd<br>Rank: 13th<br>Rank Change from Last Census: 4<br>First Appearance: 2nd Census,left_lim,6.55
VERMONT,3,14,0,NA,6,14,-6.7,-5.3,-13.6,-14.4,vermont,Vermont,3rd,14th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 3rd<br>Rank: 14th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census,right_lim,5.45
VERMONT,3,14,0,NA,6,14,-6.7,-5.3,-13.6,-14.4,vermont,Vermont,3rd,14th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 3rd<br>Rank: 14th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census,left_lim,6.55
NEW HAMPSHIRE,3,15,0,NA,6,15,-6.7,-5.3,-14.6,-15.4,new_hampshire,New Hampshire,3rd,15th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 3rd<br>Rank: 15th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,5.45
NEW HAMPSHIRE,3,15,0,NA,6,15,-6.7,-5.3,-14.6,-15.4,new_hampshire,New Hampshire,3rd,15th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 3rd<br>Rank: 15th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,6.55
RHODE ISLAND,3,16,0,NA,6,16,-6.7,-5.3,-15.6,-16.4,rhode_island,Rhode Island,3rd,16th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 3rd<br>Rank: 16th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,5.45
RHODE ISLAND,3,16,0,NA,6,16,-6.7,-5.3,-15.6,-16.4,rhode_island,Rhode Island,3rd,16th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 3rd<br>Rank: 16th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,6.55
LOUISIANA,3,17,1,NA,6,17,-6.7,-5.3,-16.6,-17.4,louisiana,Louisiana,3rd,17th,First Appearance,,State: Louisiana<br>Census: 3rd<br>Rank: 17th<br>First Appearance,right_lim,5.45
LOUISIANA,3,17,1,NA,6,17,-6.7,-5.3,-16.6,-17.4,louisiana,Louisiana,3rd,17th,First Appearance,,State: Louisiana<br>Census: 3rd<br>Rank: 17th<br>First Appearance,left_lim,6.55
